Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2011,Apr,13,10,8,6,9,7,3,100,93,86,1017,1013,1010,16,6,2,52,19,64,9.65,Rain
2011,Apr,14,21,15,9,8,4,0,86,56,26,1022,1015,1011,16,16,16,26,9,45,0,
2011,Apr,15,13,9,5,3,-1,-4,70,53,35,1031,1029,1023,16,16,16,35,15,45,0,
2011,Apr,16,13,9,5,11,7,1,100,85,70,1030,1015,1000,16,9,1,39,20,63,36.83,Rain
2011,Apr,17,16,13,10,12,6,-3,93,61,28,1007,1002,998,16,13,1,35,15,56,8.38,Rain
2011,Apr,18,17,13,8,5,1,-3,68,48,27,1017,1014,1007,16,16,16,23,11,37,0,
2011,Apr,19,12,10,8,8,6,3,86,74,61,1020,1017,1014,16,15,10,26,10,35,0.76,Rain
2011,Apr,20,18,13,7,11,7,4,93,75,56,1019,1013,1008,16,9,2,27,9,39,0,
2011,Apr,21,17,12,6,5,-2,-6,59,42,24,1029,1020,1011,16,16,16,32,17,52,0,
2011,Apr,22,11,8,4,1,-3,-5,65,51,36,1032,1031,1029,16,16,16,21,11,27,0,
2011,Apr,23,16,11,6,13,9,1,93,79,65,1028,1020,1014,16,6,2,23,9,34,19.05,Rain
2011,Apr,24,27,19,12,18,16,12,100,74,48,1017,1015,1013,16,8,1,21,5,26,12.7,Rain
2011,Apr,25,24,19,13,17,14,12,100,79,57,1019,1017,1015,14,6,1,19,9,26,0,
2011,Apr,26,28,21,12,18,14,12,100,76,51,1016,1014,1012,16,10,1,26,10,42,0,Fog
2011,Apr,27,24,20,16,18,16,14,97,81,64,1017,1014,1011,16,15,13,24,11,34,T,
2011,Apr,28,22,19,16,18,16,12,100,80,59,1012,1007,1003,16,12,1,24,11,40,7.87,Rain
2011,Apr,29,21,17,12,7,5,3,62,49,35,1012,1008,1005,16,16,16,26,10,37,0,
2011,Apr,30,19,15,10,5,3,1,64,48,31,1023,1018,1013,16,16,16,24,8,35,0,
2011,May,1,21,16,10,6,4,2,74,53,32,1026,1025,1024,16,16,16,21,9,29,0,
2011,May,2,17,14,10,10,7,4,83,72,60,1026,1023,1020,16,16,16,16,8,26,0,
2011,May,3,24,18,13,15,12,10,86,72,57,1021,1017,1014,16,15,13,23,11,32,0,
2011,May,4,18,13,8,14,9,3,93,80,66,1017,1015,1013,16,11,2,23,10,37,12.7,Rain
2011,May,5,18,13,8,4,-1,-6,76,48,20,1016,1014,1012,16,16,16,29,14,45,0,
2011,May,6,22,16,10,8,2,-3,60,44,27,1015,1013,1010,16,16,16,23,9,34,0,
2011,May,7,22,18,13,8,6,2,72,50,28,1011,1010,1008,16,16,16,27,9,47,0,
2011,May,8,23,17,11,9,6,3,71,50,29,1014,1012,1011,16,16,16,21,8,27,0,
2011,May,9,22,17,12,9,4,1,72,50,28,1016,1014,1012,16,16,16,29,11,40,0,
2011,May,10,24,18,12,8,4,2,77,53,29,1017,1015,1014,16,16,16,27,9,37,0,
2011,May,11,22,17,11,10,8,7,83,64,44,1019,1018,1017,16,16,16,26,9,35,0,
2011,May,12,23,17,11,11,8,6,83,61,38,1019,1017,1015,16,16,16,23,8,32,0,
2011,May,13,19,16,11,11,9,8,83,70,56,1017,1014,1011,16,16,14,16,5,23,0,
2011,May,14,18,16,14,13,12,10,87,77,67,1012,1010,1008,16,16,16,16,9,24,0,
2011,May,15,21,18,14,18,16,13,100,92,84,1007,1004,1001,16,5,1,16,7,23,22.61,"Fog , Rain"
2011,May,16,17,14,12,16,14,12,100,97,93,1011,1005,1002,10,4,1,21,14,34,4.32,Rain
2011,May,17,16,13,11,14,13,12,100,94,87,1015,1013,1012,16,10,2,27,19,40,17.02,Rain
2011,May,18,19,16,12,16,14,12,100,94,87,1017,1015,1013,16,5,0,34,10,45,55.37,"Fog , Rain"
2011,May,19,24,20,16,18,16,14,100,84,68,1017,1016,1014,16,7,1,16,7,-,T,"Fog , Rain"
2011,May,20,18,16,14,16,14,13,100,87,73,1015,1014,1013,14,6,2,10,2,-,6.1,Rain
2011,May,21,26,19,13,17,14,12,100,77,54,1017,1014,1013,16,6,2,21,5,29,1.78,Rain
2011,May,22,14,13,12,14,12,11,100,93,86,1023,1020,1017,16,8,1,16,9,24,0,
2011,May,23,19,16,13,17,15,11,100,93,86,1021,1015,1009,16,9,1,16,10,26,2.54,"Fog , Rain"
2011,May,24,27,23,19,21,18,15,100,76,51,1009,1008,1000,16,9,1,21,9,29,0,Fog
2011,May,25,29,24,18,16,14,12,76,58,40,1014,1012,1010,16,16,14,16,6,27,0,
2011,May,26,26,22,18,20,18,15,90,79,67,1014,1013,1011,16,9,6,16,8,29,0,
2011,May,27,28,23,18,21,18,17,93,76,58,1016,1014,1012,16,7,3,14,7,-,0,
2011,May,28,29,24,19,20,18,17,90,72,54,1019,1017,1015,16,14,11,21,8,35,0,
2011,May,29,28,24,19,21,19,18,90,77,63,1021,1019,1017,16,14,10,16,8,29,0,
2011,May,30,30,26,21,21,20,19,93,72,51,1020,1019,1016,16,12,1,16,8,-,7.37,Rain
2011,May,31,32,26,21,20,18,14,90,63,36,1023,1021,1020,16,14,10,16,8,-,0,
2011,Jun,1,32,27,21,23,20,11,90,62,34,1022,1016,1010,16,9,8,21,9,34,0,
2011,Jun,2,27,22,17,9,6,4,43,35,26,1017,1013,1011,16,16,16,27,14,53,0,
2011,Jun,3,24,19,14,5,3,1,55,38,21,1019,1017,1015,16,16,16,29,11,42,0,
2011,Jun,4,24,19,15,12,7,3,72,52,31,1020,1018,1015,16,16,16,23,8,32,T,
2011,Jun,5,21,17,13,13,11,10,84,69,53,1019,1017,1016,16,16,16,21,7,24,0,
2011,Jun,6,27,22,16,14,14,12,90,65,39,1017,1016,1014,16,16,16,19,6,26,0,
2011,Jun,7,31,25,19,17,16,13,81,58,35,1015,1013,1010,16,14,10,23,9,35,0,
2011,Jun,8,34,29,23,21,19,17,73,57,41,1014,1012,1010,16,14,10,11,6,-,0,
2011,Jun,9,35,28,21,23,21,17,97,71,44,1013,1011,1007,13,9,5,14,6,29,1.78,Rain
2011,Jun,10,31,26,21,21,19,17,100,75,50,1016,1014,1012,16,12,6,19,7,26,0,
2011,Jun,11,22,19,16,19,17,15,100,90,79,1017,1016,1014,16,6,1,26,16,39,13.97,Rain
2011,Jun,12,23,19,14,17,16,13,100,84,68,1013,1011,1010,16,14,6,24,9,34,1.27,
2011,Jun,13,23,19,16,17,14,11,100,75,49,1014,1012,1011,16,9,3,21,7,29,1.27,Rain
2011,Jun,14,22,18,14,16,13,11,84,73,61,1013,1012,1010,16,14,4,24,8,29,1.27,Rain
2011,Jun,15,28,21,13,12,11,9,80,57,33,1013,1011,1010,16,16,16,19,8,27,0,
2011,Jun,16,29,23,17,16,14,11,90,65,39,1014,1013,1012,16,15,11,14,7,-,0,
2011,Jun,17,24,21,18,20,18,16,100,84,68,1014,1012,1010,16,5,0,13,4,32,46.23,"Fog , Rain"
2011,Jun,18,28,23,18,18,17,16,100,76,51,1013,1011,1009,16,8,2,11,3,-,0,
2011,Jun,19,28,24,21,17,14,9,78,55,31,1011,1010,1009,16,16,14,14,6,26,0,
2011,Jun,20,27,23,19,16,14,13,73,59,45,1013,1012,1011,16,16,16,11,5,-,0,
2011,Jun,21,28,24,21,21,18,16,78,68,58,1013,1012,1011,16,14,11,19,7,26,0,
2011,Jun,22,27,24,22,22,21,17,100,84,68,1013,1011,1009,16,9,0,21,5,27,6.86,"Fog , Rain"
2011,Jun,23,22,21,19,22,21,18,100,94,87,1010,1009,1007,16,6,1,26,10,37,6.6,"Fog , Rain"
2011,Jun,24,21,20,18,19,18,18,100,95,90,1009,1007,1006,10,5,2,19,10,-,0.76,Rain
2011,Jun,25,27,22,18,19,18,14,100,77,54,1012,1009,1007,16,9,3,16,6,24,0,
2011,Jun,26,26,23,19,16,15,14,78,65,52,1015,1013,1012,16,16,16,16,7,24,0,
2011,Jun,27,28,23,19,18,17,16,87,72,56,1017,1016,1014,16,16,14,14,4,21,0,
2011,Jun,28,28,26,22,22,19,17,93,78,62,1015,1012,1010,16,12,8,16,4,26,0,
2011,Jun,29,28,24,21,23,18,13,100,71,42,1014,1011,1009,16,12,2,23,6,32,2.54,Rain
2011,Jun,30,28,23,18,14,13,11,73,56,39,1015,1014,1013,16,16,16,19,8,26,0,
2011,Jul,1,28,23,17,16,12,9,66,53,39,1017,1016,1014,16,16,16,19,6,26,0,
2011,Jul,2,30,25,20,18,16,14,81,61,40,1019,1016,1015,16,16,16,16,5,32,0,
2011,Jul,3,23,22,21,22,21,17,100,84,68,1014,1012,1010,16,5,0,23,5,29,21.34,"Fog , Rain"
2011,Jul,4,30,26,21,21,19,13,100,71,42,1012,1011,1009,16,9,2,21,4,29,0,
2011,Jul,5,31,26,21,18,13,11,62,46,29,1014,1013,1011,16,16,16,19,6,26,0,
2011,Jul,6,32,27,23,21,19,17,79,66,52,1014,1013,1011,16,13,10,14,7,29,T,
2011,Jul,7,33,28,23,21,19,18,84,65,46,1013,1012,1011,16,14,10,16,6,27,0,
2011,Jul,8,29,25,20,23,21,19,93,79,65,1013,1010,1007,16,8,2,21,5,27,10.16,Rain
2011,Jul,9,31,26,19,20,18,12,100,67,34,1016,1010,1007,16,10,3,21,7,27,0,
2011,Jul,10,30,25,20,18,15,12,73,55,37,1019,1017,1016,16,16,16,16,3,21,0,
2011,Jul,11,33,28,23,22,20,18,74,62,50,1016,1013,1007,16,13,11,23,8,32,0,
2011,Jul,12,34,30,26,22,20,17,79,59,38,1007,1006,1005,16,15,11,24,11,37,0,
2011,Jul,13,30,26,21,20,16,12,97,67,37,1011,1008,1006,16,14,1,26,9,40,2.79,"Fog , Rain"
2011,Jul,14,29,23,18,16,13,11,73,54,34,1018,1015,1011,16,16,16,27,11,37,0,
2011,Jul,15,31,25,19,16,14,12,76,56,36,1019,1018,1017,16,16,16,16,7,29,0,
2011,Jul,16,32,27,21,17,15,12,73,54,34,1021,1020,1019,16,16,16,16,8,27,0,
2011,Jul,17,33,28,22,19,17,14,73,56,38,1022,1020,1017,16,16,16,21,9,29,0,
2011,Jul,18,35,29,24,24,21,18,100,68,36,1017,1013,1010,16,11,2,23,9,32,2.79,Rain
2011,Jul,19,34,29,24,23,21,13,94,63,32,1011,1010,1008,16,11,4,19,6,27,0,
2011,Jul,20,32,28,24,22,21,19,87,70,53,1013,1012,1010,14,10,5,16,6,24,0,
2011,Jul,21,36,30,24,25,24,22,94,72,49,1011,1009,1006,11,7,4,24,9,35,0,
2011,Jul,22,40,34,29,24,22,18,74,55,35,1011,1010,1008,16,12,6,19,7,27,0,
2011,Jul,23,38,33,28,23,21,18,74,55,35,1013,1012,1011,16,16,13,19,6,29,0,
2011,Jul,24,33,29,26,24,22,21,79,64,49,1013,1012,1011,16,14,3,21,6,27,0.76,Rain
2011,Jul,25,27,23,20,22,19,16,100,77,54,1014,1012,1009,16,12,3,21,9,34,8.13,Rain
2011,Jul,26,32,27,21,21,19,16,93,66,38,1009,1007,1004,16,14,3,24,6,40,3.56,Rain
2011,Jul,27,29,24,20,20,16,14,90,67,43,1015,1012,1008,16,16,16,21,7,27,0,
2011,Jul,28,31,26,22,20,18,15,84,65,45,1017,1016,1015,16,16,16,16,5,24,0,
2011,Jul,29,29,26,22,25,23,18,100,82,64,1016,1013,1009,16,5,0,21,6,26,27.43,"Fog , Rain"
2011,Jul,30,33,28,23,23,17,14,94,63,32,1016,1013,1010,16,15,6,21,9,29,0,
2011,Jul,31,33,27,22,17,16,16,78,57,36,1017,1016,1016,16,16,16,16,5,26,T,Thunderstorm
2011,Aug,1,34,28,22,22,20,17,93,70,47,1015,1011,1008,16,16,13,27,5,37,0.51,
2011,Aug,2,33,28,23,20,16,12,79,54,28,1009,1007,1005,16,15,11,21,6,29,0,
2011,Aug,3,31,26,19,21,18,12,61,52,42,1009,1008,1006,16,9,1,19,5,26,19.3,Rain
2011,Aug,4,29,24,19,20,18,16,100,72,44,1016,1012,1008,16,14,6,24,7,27,0,
2011,Aug,5,30,26,21,20,19,18,79,67,55,1019,1018,1016,16,16,14,21,7,29,0,
2011,Aug,6,29,26,22,22,21,19,93,77,61,1018,1015,1011,16,14,4,21,9,32,4.83,Rain
2011,Aug,7,32,27,23,24,23,21,100,78,56,1012,1006,1001,14,10,4,21,6,32,4.06,Rain
2011,Aug,8,32,28,23,22,20,18,87,67,46,1004,1002,1000,16,14,8,27,7,37,0,
2011,Aug,9,28,25,22,23,22,18,100,85,69,1004,1002,1000,16,8,0,16,7,27,53.09,"Fog , Rain"
2011,Aug,10,30,26,21,22,18,15,93,68,43,1006,1003,1000,16,16,10,24,9,34,0,
2011,Aug,11,28,24,21,16,12,10,73,54,35,1013,1010,1007,16,16,16,21,6,29,0,
2011,Aug,12,29,23,18,13,12,11,67,52,37,1017,1016,1014,16,16,16,16,5,24,0,
2011,Aug,13,29,25,21,19,16,12,79,62,44,1019,1017,1015,16,16,16,16,5,27,T,
2011,Aug,14,22,21,19,21,21,19,100,97,93,1016,1012,1008,14,3,0,24,8,39,147.57,"Fog , Rain"
2011,Aug,15,25,23,20,22,21,19,100,92,84,1009,1006,1004,16,13,0,16,7,21,14.22,"Fog , Rain"
2011,Aug,16,26,22,18,19,17,17,93,79,64,1017,1010,1005,16,15,3,21,8,27,0.51,Rain
2011,Aug,17,30,24,19,19,17,15,93,68,43,1020,1019,1017,16,16,16,14,3,26,0,
2011,Aug,18,28,24,19,22,19,17,97,80,62,1019,1016,1013,16,15,5,23,8,35,1.78,Rain
2011,Aug,19,29,24,18,20,19,17,100,76,51,1016,1014,1012,16,10,0,29,5,47,31.5,"Fog , Rain"
2011,Aug,20,29,24,18,20,18,16,100,74,47,1016,1015,1013,16,8,2,14,4,23,0,
2011,Aug,21,29,25,21,22,22,19,100,85,69,1016,1011,1008,16,8,1,21,8,35,17.02,Rain
2011,Aug,22,25,22,18,22,15,11,100,70,40,1014,1010,1007,16,13,3,23,11,39,0,
2011,Aug,23,26,21,16,12,11,9,78,58,37,1019,1016,1014,16,16,16,16,6,26,0,
2011,Aug,24,27,23,19,18,16,11,73,63,53,1020,1017,1014,16,16,16,23,12,37,0,
2011,Aug,25,26,24,22,23,21,18,100,87,73,1014,1013,1011,16,10,0,24,10,37,12.45,"Fog , Rain"
2011,Aug,26,28,25,22,22,21,20,93,80,67,1017,1015,1013,16,13,8,14,3,21,0,
2011,Aug,27,26,24,22,24,23,21,100,91,82,1014,1009,999,16,6,0,35,12,60,73.15,"Fog , Rain"
2011,Aug,28,24,21,18,23,21,13,100,83,66,1007,987,966,16,6,1,52,23,97,101.35,"Fog , Rain"
2011,Aug,29,25,20,15,13,11,9,78,58,38,1017,1013,1008,16,16,16,19,7,26,0,
2011,Aug,30,28,22,16,16,13,11,97,67,37,1021,1020,1017,16,16,16,21,5,27,0,
2011,Aug,31,29,23,17,17,14,11,87,61,34,1023,1022,1021,16,16,14,14,4,19,0,
2011,Sep,1,28,24,19,18,16,12,81,59,37,1022,1021,1020,16,16,11,16,6,26,0,
2011,Sep,2,26,22,18,18,15,14,84,70,56,1021,1019,1018,16,16,16,16,6,21,0,
2011,Sep,3,28,24,19,21,18,12,82,73,63,1017,1014,1012,16,14,11,16,7,24,0,
2011,Sep,4,30,26,22,23,21,19,84,75,65,1014,1012,1010,16,14,10,21,8,29,0,
2011,Sep,5,27,25,22,22,21,18,87,78,69,1011,1009,1008,16,15,13,21,8,34,T,
